Gene,Frequency,Median_Rank
PPA2,1,817
SLC49A3,1,817
MYL5,1,818
RELA,1,818
ST5,1,818
PPP1CC,1,819
ABI1,1,820
AC244453.2,1,820
AP000757.1,1,821
HOXB-AS3,1,821
ZNF446,1,821
ADAMTS2,1,822
AP002770.1,1,822
HTR6,1,822
SLC25A34,1,822
AL359922.2,1,823
LINC00844,1,823
STXBP3,1,823
CREG1,1,824
KBTBD11,1,824
AC011997.1,1,825
AL078590.3,1,825
ATF4,1,825
Z83844.2,1,825
CCT8,1,826
AP005432.2,1,827
SUMF1,1,828
TBC1D10B,1,828
SLC4A7,1,829
AC079341.1,1,830
AL590764.1,1,830
ATP5F1B,1,830
SARS,1,830
SLC5A4-AS1,1,830
HSPA4L,1,831
KLHL6-AS1,1,831
SYNGR3,1,831
AP000295.1,1,832
POLQ,1,832
STARD6,1,832
CAPRIN2,1,833
GPT,1,833
INTS4,1,833
TUBB2B,1,833
KIF3A,1,834
LINC01372,1,834
LINC01715,1,834
FCHSD1,1,835
ADAT1,1,836
KAT8,1,836
CYP1B1-AS1,1,837
DPEP3,1,837
SLC35E1,1,837
AC008758.6,1,838
SULT2B1,1,838
BRD7,1,839
KLF7,1,839
AC026691.1,1,840
ZBTB8OS,1,840
AC009121.2,1,841
AC025569.1,1,841
RFPL3S,1,841
SH2B1,1,841
EVI5L,1,842
NRBP2,1,842
SLC27A4,1,842
AC016747.2,1,843
MAP7D1,1,843
WDR62,1,843
BMP4,1,844
GAPDHS,1,844
MIR29B2CHG,1,844
RNF5,1,844
RBBP4,1,846
TYRO3,1,846
AC008073.3,1,847
AC010761.1,1,847
TPBG,1,847
ZKSCAN2,1,847
CBY3,1,848
ENPEP,1,848
GDPGP1,1,848
GRK3,1,848
TOMM22,1,848
PDZD11,1,849
FBXO9,1,850
AC004585.1,1,851
AHSA1,1,851
SERINC1,1,851
TEAD4,1,851
ZCCHC4,1,851
AL138885.3,1,852
C9orf64,1,852
TEN1,1,852
AC099778.1,1,853
LRTOMT,1,853
TAF4B,1,853
VASH2,1,853
WDR45,1,853
TPP1,1,854
ACVRL1,1,855
ZNF329,1,855
MINDY4,1,856
SETD4,1,856
XRCC2,1,856
GPN2,1,857
HOXB4,1,857
CCR3,1,858
GGACT,1,858
OARD1,1,858
ARRDC3-AS1,1,860
OFD1,1,860
PMFBP1,1,861
SQOR,1,861
F2,1,862
VPS33B,1,863
AC027575.2,1,864
CHI3L1,1,864
ZNF398,1,864
DCBLD2,1,865
EN1,1,865
TCF3,1,866
TXNL4A,1,866
MTOR,1,867
QPRT,1,868
ZNF738,1,868
TIE1,1,869
UBQLNL,1,871
AC084125.4,1,872
AL391422.3,1,872
VCPIP1,1,872
AC008549.1,1,873
AC008892.1,1,873
TGS1,1,873
DNAJA4,1,874
MPRIP-AS1,1,874
EXOC5,1,875
OR6N1,1,875
AC005726.4,1,876
AL078604.2,1,876
DLEU7,1,876
HLA-DOA,1,876
PLPBP,1,876
PEX2,1,877
ZNF597,1,877
RAB11A,1,878
SLF2,1,878
AC104316.1,1,879
BCAS2,1,879
TMEM117,1,879
AC108449.1,1,880
ARL11,1,880
FAM83G,1,880
TNPO1,1,880
GOLT1B,1,882
PRCP,1,883
EXO1,1,884
UTP6,1,884
AL355312.3,1,885
MEX3C,1,885
ATXN7L1,1,886
CTTNBP2,1,886
AC008764.2,1,887
SSNA1,1,887
TMEM236,1,887
EIF4E2,1,888
ST7-AS1,1,888
AL391832.1,1,889
CNTF,1,889
PCDH10,1,889
GABARAPL2,1,890
AC013652.1,1,891
BZW2,1,891
DOCK4,1,891
TBR1,1,891
LXN,1,892
SAPCD1-AS1,1,892
ZNF593,1,892
METTL4,1,893
SOST,1,893
IL31RA,1,894
VSIG10,1,894
ZNF296,1,894
GNAQ,1,895
ZNF589,1,895
GADD45GIP1,1,896
LINC02573,1,896
RTEL1,1,896
ZFX-AS1,1,897
AC005091.1,1,898
RAD9B,1,898
TSN,1,898
AL034397.2,1,899
AC079949.2,1,900
FAM71A,1,900
LINC00589,1,900
PSEN1,1,901
AC104655.1,1,902
AC087521.1,1,903
LINC01503,1,903
STX19,1,904
HOGA1,1,905
LINC00221,1,905
MYRFL,1,905
NUDT7,1,905
TACC1,1,905
AC092652.2,1,906
AL591848.4,1,906
MMS19,1,906
ZNF525,1,906
AC012442.1,1,907
DRG1,1,907
PANK1,1,907
ABL1,1,908
AC098828.2,1,908
C5orf66,1,908
AC090510.2,1,909
ARHGAP17,1,909
GPT2,1,909
TCTN1,1,909
TSPAN12,1,909
APBB1,1,910
CKMT2-AS1,1,910
MAP4K4,1,910
PTTG1IP,1,911
ZNF346,1,911
AL590787.1,1,912
NDUFC1,1,912
AC005046.1,1,913
PLCB4,1,913
NECAP2,1,914
AL031587.3,1,915
AL355472.1,1,915
UQCC2,1,915
OCRL,1,916
SLCO2B1,1,916
TBC1D22A,1,916
CLCC1,1,917
AC024619.3,1,918
LINC01869,1,918
SUMO1,1,918
AL450384.2,1,919
PIK3R3,1,919
SNAP91,1,919
MTMR4,1,920
AC004540.1,1,921
LINC02574,1,921
LTA4H,1,921
LYPD5,1,922
PHPT1,1,923
ZNF596,1,923
COPS2,1,924
B4GALT4,1,925
SH3BP5-AS1,1,925
RMDN3,1,926
ZNF681,1,926
RGS14,1,927
SOX9,1,927
AC116552.1,1,928
GPAT2,1,928
NIPSNAP3A,1,928
AC093151.3,1,929
GDF11,1,929
ARMCX5,1,930
AP003469.4,1,931
ARL2-SNX15,1,931
HELZ,1,931
RAB39A,1,931
SDSL,1,931
AL391650.1,1,932
ARHGAP33,1,932
SPTBN1,1,932
AC005064.1,1,933
MAPK8,1,933
AFTPH,1,934
AL391421.1,1,934
CCDC155,1,934
IGHV1OR15-3,1,934
RUSC2,1,934
AL109976.1,1,935
COL4A2,1,935
TRA2A,1,935
AC008443.3,1,936
ASIP,1,936
P2RX6,1,937
ZBTB11,1,937
HDLBP,1,938
THAP8,1,938
SFSWAP,1,939
ZDHHC17,1,939
AC024075.3,1,940
HEBP2,1,940
AC009133.1,1,941
AC096772.1,1,941
MEF2C-AS2,1,941
SMCO3,1,941
AL355001.1,1,942
LINC01307,1,942
TXNDC11,1,942
A4GALT,1,943
ABRA,1,943
AC006064.3,1,943
AC016708.1,1,943
DCAF4,1,944
JAK3,1,944
KIF2C,1,944
TMEM220-AS1,1,944
ADAP2,1,945
EVX1,1,945
GATD3A,1,945
NAV1,1,945
RRP1B,1,945
AC243830.2,1,946
P4HA1,1,946
AL133375.1,1,947
SEPSECS,1,947
AL606760.2,1,948
CAMKK2,1,948
CTIF,1,948
ERAP1,1,948
TEX48,1,948
AC131235.3,1,949
AIG1,1,949
AC092287.1,1,951
MROH8,1,951
PRPF38B,1,951
RTL10,1,951
PLA2G4A,1,952
ZNF17,1,952
CAPN10-DT,1,953
PARM1,1,953
RHOU,1,953
MB,1,954
SH3BGRL,1,954
SNRPD3,1,955
XRCC1,1,955
B3GAT3,1,956
FOXRED1,1,956
AL591845.1,1,957
LINC00853,1,957
NALT1,1,957
S100Z,1,957
ZNF282,1,957
ZNF607,1,958
AC007834.1,1,959
ZNF773,1,959
LINC00377,1,960
SLC45A4,1,960
SPTY2D1,1,960
SRXN1,1,960
TADA2B,1,961
COPE,1,962
DOC2A,1,962
AC091965.4,1,963
NDUFB8,1,963
AC009093.6,1,964
AC018529.1,1,964
CCSAP,1,964
AC110491.3,1,965
PIN1,1,965
PLB1,1,965
RGS5-1,1,965
AC023389.1,1,966
AC091271.1,1,966
RAP1A,1,966
SPATA17,1,966
TCEANC2,1,968
GLS,1,969
LRRC7,1,969
AC025263.1,1,971
ESYT3,1,971
GOLGA8Q,1,971
HARS,1,971
METTL7B,1,971
MIR99AHG,1,971
SLC26A4,1,971
DAB2IP,1,972
RSL24D1,1,972
LGALS9,1,973
MYT1,1,973
FBXW9,1,974
SART1,1,974
TXNDC5,1,974
AL139125.1,1,976
CIRBP-AS1,1,976
UBA2,1,976
SBDS,1,977
SMIM5,1,977
THOC2,1,978
COPS7B,1,979
FAM129B,1,979
ANKRD40,1,980
MIXL1,1,980
SLC46A1,1,980
AC092580.2,1,981
SHLD3,1,981
AC093535.1,1,982
ACSL3,1,982
AC000035.1,1,983
AP001020.3,1,983
RPGR,1,983
RYR1,1,983
SAMD1,1,983
AC008494.3,1,984
AC069222.1,1,984
AL357079.1,1,984
INSM1,1,985
LINC01537,1,986
NFE2,1,986
RSF1,1,986
TMPRSS13,1,986
AMFR,1,987
TRAF4,1,987
TES,1,988
GSTM4,1,989
NUDT3,1,989
TRIM9,1,989
AC073525.1,1,990
AL606469.1,1,990
CSTF2T,1,990
PLOD1,1,990
AC005606.2,1,991
AC021054.1,1,991
CLEC18B,1,991
EXO5,1,991
PSMB5,1,991
PRPH2,1,992
AC064805.1,1,993
AL358472.3,1,993
ASTL,1,993
C1orf52,1,993
NAXE,1,994
PET117,1,994
AL021068.1,1,995
ATXN1,1,996
SHTN1,1,996
SS18L1,1,996
DNAH11,1,998
IRS2,1,998
NACC2,1,998
AC099811.4,1,999
FBRS,1,999
LDLRAP1,1,999
AC073834.1,1,1000
ATR,1,1000
AC018413.1,1,1001
CNTROB,1,1001
FOXL2,1,1001
KLK4,1,1001
MDH2,1,1001
PLEC,1,1001
C10orf67,1,1002
U62317.2,1,1002
AC087286.1,1,1003
AC106739.2,1,1003
C11orf71,1,1003
C1QL3,1,1003
NPIPB15,1,1003
CEP70,1,1004
CLTB,1,1004
HIP1,1,1005
MEST,1,1005
NDST2,1,1006
RALGDS,1,1006
COX7B,1,1007
HAUS5,1,1007
VN1R1,1,1007
IFIT1B,1,1008
MANEA-DT,1,1008
UBE2V2,1,1008
ZNF467,1,1008
KCNB1,1,1009
PTPN18,1,1009
SLC37A3,1,1009
SP2-AS1,1,1009
MIPEP,1,1010
ZFYVE26,1,1011
AL670729.1,1,1012
MDM2,1,1012
SENP1,1,1012
AL360004.1,1,1013
C2CD2,1,1013
SLC9A3,1,1013
ERCC4,1,1014
MYZAP,1,1014
PEAK1,1,1014
AC107871.1,1,1015
OGDH,1,1015
RASL10A,1,1015
AL356512.1,1,1016
SMARCD3,1,1016
AL022238.3,1,1017
MCOLN3,1,1017
SLCO5A1,1,1017
MRPS2,1,1018
ZC3H12C,1,1018
AC106795.3,1,1019
ASGR2,1,1019
KRTAP4-12,1,1019
AP000941.1,1,1021
PPP1R18,1,1021
SLC38A7,1,1021
GCM1,1,1022
HOXA6,1,1022
LINC02226,1,1022
PLD3,1,1022
ZNF114,1,1022
CCDC13,1,1023
CORO7-PAM16,1,1023
SPINDOC,1,1023
TP53TG1,1,1023
AC116351.1,1,1024
DSTYK,1,1024
RET,1,1024
UROC1,1,1024
CEP131,1,1025
ZNF471,1,1025
AC090519.2,1,1026
SLAMF6,1,1026
TRIM45,1,1026
AL353803.4,1,1027
MMAB,1,1027
UCHL1,1,1027
AC091729.3,1,1028
AJ009632.2,1,1028
DHX8,1,1028
KIAA1614-AS1,1,1029
RAB14,1,1029
PARP3,1,1030
PIMREG,1,1030
SLC4A3,1,1030
EFTUD2,1,1031
DOCK9,1,1032
GOT1,1,1032
AC023355.1,1,1033
CDKN2AIP,1,1033
SLC41A1,1,1033
C2orf27B,1,1034
AC011825.2,1,1035
ADAM10,1,1035
FBXO4,1,1035
FSCN1,1,1035
AP006565.1,1,1036
DDX41,1,1036
TFAP4,1,1036
AC027601.4,1,1037
DYRK1A,1,1037
PCTP,1,1037
BACH1-IT2,1,1038
TENT5A,1,1038
LMNTD2,1,1039
RNF166,1,1039
SLC32A1,1,1039
AC016737.1,1,1040
ESRP1,1,1040
LINC01089,1,1040
CBX1,1,1041
DLX3,1,1041
ITGB3BP,1,1041
LRP8,1,1041
RNF11,1,1043
E2F8,1,1044
RNF41,1,1044
ZNF354B,1,1044
TNKS,1,1045
CDON,1,1046
HPS3,1,1046
TDRD6,1,1046
TRAPPC9,1,1046
UPK2,1,1046
AP001043.1,1,1047
BICD1,1,1047
PAPPA,1,1047
EEPD1,1,1048
HBS1L,1,1048
SMIM22,1,1048
HAUS2,1,1049
ORAI3,1,1050
MLXIP,1,1051
AL118556.1,1,1052
VPS41,1,1052
FRG1-DT,1,1053
FZD2,1,1053
USP42,1,1053
AL033527.5,1,1054
IGSF3,1,1054
TOMM20,1,1054
C1orf174,1,1055
OTUD1,1,1055
TMEM186,1,1055
UBE2L6,1,1055
BCAS1,1,1056
IGDCC3,1,1056
KHDRBS3,1,1056
UBE2I,1,1056
ANKRD53,1,1057
SMPD4,1,1057
SOCS5,1,1058
UBE3C,1,1058
ZEB1-AS1,1,1058
AC105277.1,1,1059
PGM1,1,1059
MED31,1,1060
SELENON,1,1060
UBE2Q2L,1,1060
STK39,1,1061
HCFC1,1,1062
MARS2,1,1062
CKAP4,1,1063
FYTTD1,1,1063
PAWR,1,1064
ROPN1L,1,1064
RXRB,1,1064
TLE6,1,1064
AC008781.2,1,1065
GTF2B,1,1065
LINC01949,1,1066
RASSF8-AS1,1,1066
AL118508.2,1,1067
STK11IP,1,1067
AL160272.1,1,1068
CEBPA-DT,1,1068
EFCAB7,1,1068
SEC61A1,1,1068
PIAS3,1,1069
CASC2,1,1070
IGKV7-3,1,1070
TRMT6,1,1070
MOB1B,1,1071
FOXD4L1,1,1072
FAM41C,1,1073
ZNF841,1,1073
AC021151.1,1,1074
CHTF8,1,1074
ZNF624,1,1074
TPRG1L,1,1075
UNC5CL,1,1075
FAM83H,1,1076
TM2D3,1,1076
KATNB1,1,1077
DDX58,1,1078
ZNF202,1,1078
ACTR6,1,1079
MOCS3,1,1079
AC102953.2,1,1080
HGD,1,1080
RAPH1,1,1080
LINC00937,1,1081
ORC2,1,1081
SPG7,1,1081
THEM4,1,1081
C20orf194,1,1083
EXOC3,1,1083
C9orf85,1,1084
NUP210L,1,1084
VASP,1,1084
AC026803.2,1,1085
NEIL3,1,1085
SUMO3,1,1085
ZNF343,1,1085
LILRA2,1,1086
TCAF2C,1,1086
TMEM131,1,1086
ZBTB37,1,1086
C19orf33,1,1087
PRSS3,1,1087
AC078795.1,1,1088
ASF1A,1,1088
WDYHV1,1,1088
MIF4GD,1,1089
TANC2,1,1089
AC006059.1,1,1090
NOLC1,1,1090
SCAMP2,1,1091
YEATS2-AS1,1,1091
ZSCAN16,1,1091
CERS5,1,1092
FAXDC2,1,1092
MAGED4B,1,1092
AL359915.2,1,1093
GET4,1,1094
MPP5,1,1094
MYB,1,1094
TCEAL9,1,1094
ATXN7,1,1095
OBSL1,1,1095
PAIP2B,1,1095
SAA2,1,1095
SNRPA,1,1095
TCHH,1,1095
ZNF543,1,1095
AL390208.1,1,1096
AL445363.2,1,1096
LINC00654,1,1096
BCORL1,1,1097
UBE2D2,1,1097
MOK,1,1098
SHISA5,1,1098
BACH1,1,1099
KLK14,1,1100
TMEM8B,1,1100
AC005899.5,1,1101
DNM2,1,1101
SPRED1,1,1101
AC026150.1,1,1102
BMI1,1,1102
CR559946.1,1,1102
GPSM2,1,1102
SLC8A1,1,1102
AL390961.2,1,1103
CTBP1-AS,1,1103
TFAP2C,1,1103
DCTN1,1,1104
IL1RAPL2,1,1105
SLC7A11,1,1105
SYNRG,1,1105
HSD11B1,1,1107
ZBED5,1,1107
APOL1,1,1108
FAM239C,1,1108
MATR3,1,1108
PSMB4,1,1108
PTK2,1,1109
RASL10B,1,1110
SIGIRR,1,1110
NMRAL1,1,1111
RNASEH1-AS1,1,1111
SPDYE3,1,1111
THAP7-AS1,1,1111
AIMP2,1,1112
KIF4A,1,1112
YPEL1,1,1112
AC009495.3,1,1113
ULK3,1,1113
USP27X-AS1,1,1113
CPNE2,1,1114
FMC1,1,1114
GNE,1,1114
PNMA6A,1,1114
SMYD4,1,1114
WDR66,1,1114
HCFC2,1,1115
PKP4,1,1115
IKBKB,1,1116
PBX1,1,1116
AL590560.1,1,1117
BEX5,1,1117
OSGIN2,1,1117
UFSP2,1,1117
AC106782.2,1,1118
AL591848.3,1,1118
FAM86B2,1,1118
LYSMD1,1,1118
TCEAL1,1,1118
TMPO,1,1118
ABHD17C,1,1119
GAREM2,1,1119
NIPBL,1,1119
UBTD2,1,1120
F8A2,1,1121
ZNF770,1,1121
AC098484.3,1,1122
APBA2,1,1122
FOXO1,1,1122
BPNT1,1,1123
CENPA,1,1123
MBTPS2,1,1123
AL031600.3,1,1124
HIST1H1A,1,1124
BX470209.1,1,1125
KLHL15,1,1125
NPIPA8,1,1125
PDF,1,1125
COL5A3,1,1126
KAT2A,1,1126
ZFAND4,1,1126
CASKIN2,1,1127
ORAOV1,1,1127
PRDM10,1,1127
SLC7A9,1,1127
SPEF2,1,1127
AC053527.1,1,1128
MUM1,1,1128
SNX6,1,1128
TIGD7,1,1128
TMEM25,1,1128
ACY3,1,1129
AL021396.1,1,1129
B4GALT2,1,1129
EPB41L4A-DT,1,1129
FAM192A,1,1129
AC024028.1,1,1130
CFB,1,1131
FAM198B-AS1,1,1131
PSMD3,1,1131
UQCRHL,1,1131
DNAJC11,1,1132
NCR2,1,1132
SEC61A2,1,1132
AC021739.4,1,1133
APBA3,1,1133
RCAN1,1,1133
ZBTB7B,1,1133
DUSP10,1,1134
MMP14,1,1134
SLC26A11,1,1134
TMPO-AS1,1,1134
LINC02090,1,1135
PPP1R12A,1,1135
CHCHD10,1,1136
AL117209.1,1,1137
SIK1,1,1137
AC092295.1,1,1138
IFNAR1,1,1138
QDPR,1,1138
AC025165.5,1,1139
AVPR2,1,1139
BEND5,1,1139
MFSD2A,1,1139
ASIC3,1,1140
MTIF2,1,1140
ZNF487,1,1140
COX17,1,1141
JAKMIP1,1,1141
C16orf96,1,1142
EVA1B,1,1142
LINC01554,1,1142
PSMA1,1,1142
ZNF718,1,1142
EXOG,1,1143
PELO,1,1143
TFAP2A,1,1143
ACTA1,1,1144
PPT1,1,1144
VAT1,1,1144
ACTN1,1,1145
RBM25,1,1146
AC006435.1,1,1147
LYNX1-SLURP2,1,1147
PLGLB2,1,1147
AC000032.1,1,1148
AC093382.1,1,1148
LINC01150,1,1148
BORCS7,1,1149
COL27A1,1,1149
AC073896.2,1,1150
DLGAP4,1,1150
AL136382.1,1,1151
COA4,1,1151
KIAA1614,1,1151
AC137834.2,1,1152
GDAP1,1,1152
LINC01269,1,1152
ACSM5,1,1153
WNK1,1,1153
ZNF776,1,1153
AL158196.1,1,1154
DNAJC3,1,1154
FDXR,1,1154
MSANTD2,1,1155
TAF11,1,1155
IARS,1,1156
MRE11,1,1157
DLG4,1,1158
AL354836.1,1,1159
MRM3,1,1159
RPGRIP1,1,1159
CMTM6,1,1160
DIS3L,1,1160
PRKCG,1,1161
CFAP45,1,1162
EXOSC6,1,1162
MECR,1,1162
AC017083.2,1,1163
AC114271.1,1,1163
FAM110B,1,1163
SEM1,1,1163
GCC2,1,1164
GGN,1,1164
OCIAD2,1,1164
BBOF1,1,1165
CHD5,1,1165
DLEU2,1,1165
NME7,1,1165
AL121809.1,1,1166
OXA1L,1,1166
AC003070.1,1,1167
AC105339.3,1,1167
BFSP2,1,1167
PTOV1,1,1167
AC067735.1,1,1168
HMGCL,1,1168
TMSB4Y,1,1168
DCUN1D2,1,1169
GTSE1,1,1169
MGST1,1,1169
PAK1,1,1169
OLIG1,1,1170
AC090825.1,1,1171
TMEM91,1,1171
TSGA13,1,1171
YIF1A,1,1171
AC026471.5,1,1172
AP000275.2,1,1172
CHIC1,1,1172
AC068025.2,1,1173
CCDC57,1,1174
PROSER3,1,1174
TNS1,1,1174
ZNF510,1,1174
AC131009.1,1,1175
NOL6,1,1175
TOPORS,1,1175
AP4B1,1,1176
ARHGAP11A,1,1176
LDB3,1,1176
MICALL1,1,1176
ST6GALNAC2,1,1176
SIX4,1,1177
SLC25A45,1,1177
TTC12,1,1177
KCNK1,1,1178
LINC02288,1,1178
POGLUT1,1,1178
TCF20,1,1178
GYS1,1,1179
MFN1,1,1179
TRIM16,1,1180
FAM228B,1,1181
PPP6R2,1,1181
ZNF83,1,1181
SLC26A6,1,1182
ZNF449,1,1182
AC099489.3,1,1183
HEG1,1,1183
RILP,1,1183
SEPSECS-AS1,1,1183
SMN2,1,1183
AL096678.1,1,1184
BTN3A3,1,1184
LAPTM4B,1,1184
SRP14-AS1,1,1184
BRICD5,1,1185
PCNX1,1,1185
RRP36,1,1185
CFAP298,1,1186
LONP1,1,1186
AC091179.1,1,1187
AP2S1,1,1187
C14orf132,1,1187
CHST1,1,1188
CSTB,1,1188
LINC01759,1,1188
MTHFD2L,1,1188
SGMS1-AS1,1,1189
ZFP30,1,1189
ALDH2,1,1190
FLII,1,1190
ANKRD16,1,1191
CLDN15,1,1191
UBLCP1,1,1191
AL035420.3,1,1192
BGN,1,1192
NR1H2,1,1192
AC135457.1,1,1193
OR3A2,1,1193
SEMA4D,1,1193
BIN1,1,1194
WSB1,1,1195
AL136988.1,1,1196
CYP2R1,1,1196
DDX50,1,1196
PEX5,1,1196
AC124798.1,1,1197
PTGR2,1,1197
RBBP5,1,1197
AC022509.1,1,1198
AC098487.1,1,1198
SLC5A10,1,1198
COL15A1,1,1199
VPS4A,1,1199
CA11,1,1200
LINC02541,1,1200
PPARA,1,1200
LINC01222,1,1201
MYCN,1,1201
POFUT2,1,1201
RIPOR1,1,1201
LINC01775,1,1202
MAP3K13,1,1202
SPTB,1,1202
AP002387.2,1,1203
ATP12A,1,1203
LINC01058,1,1203
TAB3-AS2,1,1203
THAP1,1,1203
AC015813.2,1,1204
SGMS1,1,1204
KIAA1143,1,1205
SAMD14,1,1205
ERH,1,1206
RAD54B,1,1206
C3orf67,1,1207
SEC24B,1,1207
FXN,1,1208
NDUFB6,1,1208
NFATC2,1,1208
EPHX2,1,1209
SKA1,1,1209
ABHD18,1,1210
NAP1L5,1,1210
SLC17A9,1,1210
EIF4E1B,1,1211
LINC01291,1,1211
MFAP3,1,1211
AL357078.3,1,1212
AL390728.5,1,1212
POLE3,1,1212
AL109955.1,1,1213
EPN3,1,1213
CDH26,1,1214
CR1L,1,1214
AC078846.1,1,1215
FAM166B,1,1215
LPO,1,1215
SPNS3,1,1215
SVBP,1,1215
TTLL5,1,1215
AL008719.1,1,1216
AMY2B,1,1216
EIF3D,1,1216
GSTM5,1,1216
MTX3,1,1216
MYOCOS,1,1216
SPAG5,1,1216
YBX2,1,1216
MARF1,1,1217
PLCG1,1,1217
AC018362.2,1,1218
KIAA1324,1,1218
PIK3CA,1,1218
USB1,1,1218
AP002490.1,1,1219
TSR3,1,1219
AC012615.1,1,1221
AC092667.1,1,1221
CCDC125,1,1221
SAR1B,1,1221
PRR13,1,1222
SPTLC3,1,1222
ZC3H8,1,1222
AC008750.1,1,1223
ACOT4,1,1223
DPF3,1,1223
LY6K,1,1223
MBD4,1,1223
DBT,1,1224
SET,1,1224
TMEM18,1,1224
AC018781.1,1,1225
AL023806.1,1,1225
SAMD4A,1,1225
TOR4A,1,1225
MAST4-AS1,1,1226
TLR7,1,1226
BYSL,1,1227
CTTNBP2NL,1,1227
LINC02321,1,1227
LNPK,1,1227
PNLDC1,1,1227
PORCN,1,1227
AC016394.1,1,1228
SLC41A2,1,1228
CYTH2,1,1229
GPR88,1,1230
LINC01270,1,1230
NONO,1,1230
SFN,1,1230
TNFSF13,1,1230
CEP57L1,1,1231
PIPOX,1,1231
FLT1,1,1232
AC007216.4,1,1234
GLI4,1,1234
PUM1,1,1234
AC087393.2,1,1235
BAHD1,1,1235
EFCAB8,1,1235
KDM1A,1,1235
SRP19,1,1235
TGM5,1,1235
AC007325.4,1,1236
AP001350.1,1,1236
CFAP161,1,1236
ZNF416,1,1236
AC084035.1,1,1237
AP003498.1,1,1237
MAP3K1,1,1238
RTN4RL1,1,1238
ADPGK-AS1,1,1239
CUL4A,1,1239
THAP9,1,1239
CCDC78,1,1240
AP000265.1,1,1241
AC005481.1,1,1242
IGF2BP3,1,1242
INPPL1,1,1242
INTS10,1,1242
RAET1G,1,1242
THAP12,1,1243
TUT1,1,1243
AL512770.1,1,1244
PPM1D,1,1244
AAMDC,1,1245
GPATCH8,1,1245
TSEN54,1,1245
KLHL17,1,1246
PPAN,1,1246
LINC01666,1,1247
TTC1,1,1247
ZDHHC16,1,1247
AC004039.1,1,1248
GALNS,1,1248
TPRG1,1,1248
AL132996.1,1,1249
TUBGCP2,1,1249
AC016722.3,1,1250
C1D,1,1250
DBX1,1,1250
IGHVIII-11-1,1,1251
RNF26,1,1251
SAP18,1,1251
AC005696.1,1,1252
ADAMDEC1,1,1252
RARRES1,1,1252
ZNF177,1,1252
AC100810.1,1,1253
AP002852.1,1,1253
C3orf58,1,1253
LRP2,1,1253
PPFIBP2,1,1253
RBBP7,1,1254
RYR3,1,1254
UGDH-AS1,1,1254
AC100814.1,1,1255
CCDC87,1,1255
GTPBP4,1,1255
HS3ST3A1,1,1255
TNFRSF10A,1,1255
AL031432.5,1,1256
ALG10,1,1256
AP001767.3,1,1256
AL589740.1,1,1257
C17orf107,1,1257
VCP,1,1257
TARBP2,1,1258
TOP1,1,1258
AC064807.1,1,1259
AC132192.2,1,1259
LCN12,1,1260
LDOC1,1,1260
PURA,1,1260
AC012213.2,1,1261
GNS,1,1262
MICA,1,1262
STRN3,1,1263
TBC1D8,1,1263
TPTEP2-CSNK1E,1,1263
GRK5,1,1264
MEI1,1,1264
TTTY14,1,1264
CCDC117,1,1265
NUP153,1,1265
AC005993.1,1,1266
CLLU1OS,1,1266
ICOSLG,1,1266
PRMT3,1,1266
DCBLD1,1,1267
EAF2,1,1267
KREMEN2,1,1267
MSC-AS1,1,1267
EMD,1,1268
UNC45A,1,1268
CDS1,1,1269
KTI12,1,1269
AC015912.1,1,1270
C4A,1,1270
CREB5,1,1270
KIAA1586,1,1270
MPP1,1,1270
AL137003.1,1,1271
LINGO4,1,1271
MYO18B,1,1271
CENPK,1,1272
DEPDC4,1,1272
PAFAH1B1,1,1272
CCDC88A,1,1273
OIP5,1,1273
SYTL4,1,1273
AL603832.2,1,1274
ZBTB46,1,1274
MHENCR,1,1275
SMIM24,1,1276
TRIM23,1,1276
ZC3H13,1,1276
LPAR1,1,1277
LUC7L,1,1277
ZNF678,1,1277
AL162411.1,1,1278
PAXIP1-AS1,1,1278
SLC35E2B,1,1278
AC018638.6,1,1279
CCDC34,1,1279
GFI1,1,1279
MPND,1,1279
TTF1,1,1279
CRMP1,1,1280
MROH6,1,1280
ZDHHC1,1,1280
ZDHHC13,1,1280
TMEM74,1,1282
AC009097.4,1,1283
ANKRD13B,1,1283
PATJ,1,1283
TMPRSS15,1,1283
XPC,1,1283
GUCY1A1,1,1284
AC073610.3,1,1285
ZNF146,1,1285
AC114490.2,1,1286
AC138028.4,1,1287
MAP3K14,1,1287
RGL4,1,1287
RNF139-AS1,1,1287
TRIQK,1,1287
ADGRE3,1,1288
PWP2,1,1288
ZFAND5,1,1288
ZNF34,1,1288
ARPC1A,1,1289
LYL1,1,1289
ICA1,1,1290
PCYOX1L,1,1290
TAF1D,1,1290
ABRAXAS1,1,1291
BTRC,1,1291
FN3K,1,1291
ARHGAP32,1,1292
AC007114.1,1,1293
KDM2A,1,1293
TPD52,1,1294
TSPYL4,1,1294
ZNF765,1,1294
AC068620.2,1,1295
DQX1,1,1295
MPC1,1,1295
WASHC5-AS1,1,1295
AC006207.1,1,1296
SZRD1,1,1296
CBWD6,1,1297
GCC2-AS1,1,1297
PNPLA2,1,1298
PRPF39,1,1298
TMEM88,1,1298
AZGP1,1,1299
CDH1,1,1299
DIAPH3,1,1299
EXTL1,1,1299
FKBP2,1,1299
GNB1L,1,1299
LINC01366,1,1299
KHK,1,1300
LARS,1,1300
SLC39A8,1,1300
VPS29,1,1301
ZNF831,1,1301
CNTD2,1,1302
PHAX,1,1302
CDC73,1,1303
